,,성장환경,,,,개인 spec.,,,,,,일자리 특징,,,,종속변수,,,,,,,,
WAVE,OPID,P011505,P011510,P011518,P011508,P99AG,P99ED01,P04ML01,P02ED07,P02MC01,P02ED16,WCSEL01,PP99RA,WCKD,WCEMP,JOBSAL,P03SJ01,P03RT04,P03JH03,P06SJ01,P06RT04,W10EJ01B,W09SJ01,W09TW09D
조사회차,패널ID,15세 아버지 직업,아버지 최종학력,15세 가정 형편,15세 부모님 관계,연령,학력,결혼경험,고등학교 종류,대학전공,대학소재지,일자리구분(정규/비정규),직위,직장종류,사업체 직원 수,월 급여,첫 직장입직,첫 직장 퇴직,첫직장 유지,새로운 일자리 입직,하던일 퇴직,최근 일자리 그만둔 시점,이전일자리 입직,이전일자리 퇴직
3,533001,6,2,3,3,63,3,1,,,,,2,,,100,,,,,,,,
4,533001,6,2,3,3,65,3,1,,,,,2,,,150,,,,,,,,
5,533001,6,2,3,3,67,3,1,,,,,2,,,100,,,,,,,,
6,533001,6,2,3,3,69,3,1,,,,,2,,,150,,,,,,,,
7,533001,6,2,3,3,71,3,1,,,,,2,,,150,,,,,,,,
1,533003,6,3,3,2,31,4,1,3,,,,,,,,1995,2000,2,,2000,2006,,
2,533003,6,3,3,2,32,4,1,,,,,,,,,,,,,,,,
3,533003,6,3,3,2,34,4,1,,,,,5,,,150,,,,,,,,
4,533003,6,3,3,2,36,4,1,,,,,5,,,70,,,,,,,,
5,533003,6,3,3,2,38,4,1,,,,,,,,,,,,,,,,
6,533003,6,3,3,2,40,4,1,,,,,,,,,,,,,,,,
7,533003,6,3,3,2,42,4,1,,,,,,,,,,,,,,,,
1,533102,12,0,5,6,63,1,1,,,,,2,,,200,,,,,,,,
2,533102,12,0,5,6,64,1,1,,,,,2,,,0,,,,,,,,
3,533102,12,0,5,6,66,1,1,,,,,2,,,0,,,,,,,,
4,533102,12,0,5,6,68,1,1,,,,,2,,,0,,,,,,,,
5,533102,12,0,5,6,70,1,1,,,,,,,,,,,,,,,,
6,533102,12,0,5,6,72,1,1,,,,,,,,,,,,,,,,
7,533102,12,0,5,6,74,1,1,,,,,,,,,,,,,,,,
1,533103,6,3,4,2,32,4,2,3,,,1,1,1,1,100,,,,,,,,
2,533103,6,3,4,2,33,4,2,,,,1,1,4,2,100,,,,,,,,
4,533103,6,3,4,2,37,4,1,,,,,,,,,,,,,,,,
5,533103,6,3,4,2,39,4,1,,,,,,,,,,,,,,,,
6,533103,6,3,4,2,41,4,1,,,,,,,,,,,,,,,,
7,533103,6,3,4,2,43,4,1,,,,1,1,1,1,150,,,,,2008,,,
1,533202,3,4,2,2,31,6,1,3,14,15,,,,,,1995,1999,2,,1999,1999,,
2,533202,3,4,2,2,32,6,1,,,,,,,,,,,,,,,,
1,533302,6,2,3,2,29,4,1,3,,,,,,,,1997,1998,2,,1999,2007,,
2,533302,6,2,3,2,30,4,1,,,,,,,,,,,,,,,,
3,533302,6,2,3,2,32,4,1,,,,,,,,,,,,,,,,
4,533302,6,2,3,2,34,4,1,,,,,,,,,,,,,,,,
5,533302,6,2,3,2,36,4,1,,,,,,,,,,,,,,,,
6,533302,6,2,3,2,38,4,1,,,,,,,,,,,,,,,,
7,533302,6,2,3,2,40,4,1,,,,,,,,,,,,,,,,
1,533402,9,2,3,2,27,6,1,1,10,9,,,,,,,,,,,,,
2,533402,9,2,3,2,28,6,1,,,,,,,,,,,,,,,,
3,533402,9,2,3,2,30,6,1,,,,,,,,,,,,,,,,
4,533402,9,2,3,2,32,6,1,,,,,,,,,,,,,,,,
5,533402,9,2,3,2,34,6,1,,,,,,,,,,,,,,,,
6,533402,9,2,3,2,36,6,1,,,,,,,,,,,,,,,,
7,533402,9,2,3,2,38,6,1,,,,,,,,,,,,,,,,
1,533502,3,6,2,2,37,4,1,3,,,,,,,,1988,1989,2,,1993,2007,2005,2007
2,533502,3,6,2,2,38,4,1,,,,,,,,,,,,,,,,
3,533502,3,6,2,2,40,4,1,,,,,,,,,,,,,,,,
4,533502,3,6,2,2,42,4,1,,,,2,1,4,3,45,,,,,,,,
5,533502,3,6,2,2,44,4,1,,,,2,1,1,1,80,,,,,,,,
6,533502,3,6,2,2,46,4,1,,,,2,1,1,1,70,,,,,,,,
7,533502,3,6,2,2,48,4,1,,,,2,1,1,1,70,,,,,,,,
6,533504,3,5,3,3,19,7,2,1,7,9,,,,,,,,,,,,,
7,533504,3,5,3,3,21,7,2,,,,,,,,,,,,,,,,
1,533602,3,3,3,3,31,6,1,1,14,1,,,,,,1996,2002,2,,,2003,,
2,533602,3,3,3,3,32,6,1,,,,,,,,,,,,,,,,
3,533602,3,3,3,3,34,6,1,,,,,,,,,,,,,,,,
1,533702,9,2,3,3,41,4,1,3,,,2,1,5,3,40,1987,1994,2,,,,,
2,533702,9,2,3,3,42,4,1,,,,2,1,5,3,40,,,,,,,,
3,533702,9,2,3,3,44,4,1,,,,2,1,5,3,80,,,,,,,,
4,533702,9,2,3,3,46,4,1,,,,2,1,5,2,60,,,,,,,,
5,533702,9,2,3,3,48,4,1,,,,2,1,5,2,60,,,,,,,,
6,533702,9,2,3,3,50,4,1,,,,2,1,5,2,60,,,,,,,,
7,533702,9,2,3,3,52,4,1,,,,,3,,,0,,,,,,,,
6,533703,7,4,3,2,19,7,2,1,9,11,,,,,,,,,,,,,
7,533703,7,4,3,2,21,7,2,,,,,,,,,,,,,,,,
1,533802,9,3,2,4,41,4,1,3,,,,,,,,1985,1987,2,,1992,2004,2003,2004
2,533802,9,3,2,4,42,4,1,,,,,,,,,,,,,,,,
3,533802,9,3,2,4,44,4,1,,,,,,,,,,,,,,,,
4,533802,9,3,2,4,46,4,1,,,,1,1,4,2,120,,,,,,,,
5,533802,9,3,2,4,48,4,1,,,,1,1,4,2,120,,,,,,,,
6,533802,9,3,2,4,50,4,1,,,,1,1,4,2,130,,,,,,,,
7,533802,9,3,2,4,52,4,1,,,,1,1,4,4,250,,,,,,,,
1,533902,7,2,4,4,38,5,1,1,,,,,,,,1987,1991,2,,,2007,,
2,533902,7,2,4,4,39,5,1,,,,,4,,,0,,,,,,,,
3,533902,7,2,4,4,41,5,1,,,,,4,,,,,,,,,,,
4,533902,7,2,4,4,43,5,1,,,,,4,,,,,,,,,,,
5,533902,7,2,4,4,45,5,1,,,,,4,,,,,,,,,,,
6,533902,7,2,4,4,47,5,1,,,,,4,,,0,,,,,,,,
7,533902,7,2,4,4,49,5,1,,,,,4,,,0,,,,,,,,
6,533903,7,4,3,2,19,7,2,2,6,9,,,,,,,,,,,,,
1,534002,12,0,5,6,58,2,1,,,,,5,,,70,1967,1977,2,,,,,
2,534002,12,0,5,6,59,2,1,,,,,5,,,100,,,,,,,,
3,534002,12,0,5,6,61,2,1,,,,,5,,,120,,,,,,,,
4,534002,12,0,5,6,63,2,1,,,,,5,,,150,,,,,,,,
5,534002,12,0,5,6,65,2,1,,,,,,,,,,,,,,,,
6,534002,12,0,5,6,67,2,1,,,,,,,,,,,,,,,,
7,534002,12,0,5,6,69,2,1,,,,,,,,,,,,,,,,
1,534102,9,2,3,3,29,4,1,3,,,,3,,,-9,,,,,,,,
2,534102,9,2,3,3,30,4,1,,,,,3,,,0,,,,,,,,
3,534102,9,2,3,3,32,4,1,,,,2,1,1,1,100,,,,,,,,
4,534102,9,2,3,3,34,4,1,,,,2,1,1,1,100,,,,,,,,
5,534102,9,2,3,3,36,4,1,,,,2,1,1,1,100,,,,,,,,
6,534102,9,2,3,3,38,4,1,,,,2,1,1,2,150,,,,,,,,
1,534202,10,4,3,2,29,4,1,3,,,1,1,1,1,90,1997,1998,2,,,,,
2,534202,10,4,3,2,30,4,1,,,,1,1,1,1,60,,,,,,,,
3,534202,10,4,3,2,32,4,1,,,,1,1,1,1,100,,,,,,,,
4,534202,10,4,3,2,34,4,1,,,,1,1,1,1,200,,,,,,,,
5,534202,10,4,3,2,36,4,1,,,,1,1,1,1,150,,,,,,,,
6,534202,10,4,3,2,38,4,1,,,,1,1,1,1,300,,,,,,,,
7,534202,10,4,3,2,40,4,1,,,,2,1,1,1,300,,,,,,,,
1,534301,2,4,2,2,59,3,1,,,,,,,,,,,,,,,,
2,534301,2,4,2,2,60,3,1,,,,,,,,,,,,,,,,
3,534301,2,4,2,2,62,3,1,,,,,,,,,,,,,,,,
4,534301,2,4,2,2,64,3,1,,,,,,,,,,,,,,,,
5,534301,2,4,2,2,66,3,1,,,,,,,,,,,,,,,,
6,534301,2,4,2,2,68,3,1,,,,,,,,,,,,,,,,
7,534301,2,4,2,2,70,3,1,,,,,,,,,,,,,,,,
1,534302,11,3,3,2,28,6,2,3,10,10,,2,,,300,2002,2003,2,,,,2004,2007
2,534302,11,3,3,2,29,6,2,,,,,2,,,400,,,,,,,,
3,534302,11,3,3,2,31,6,2,,,,2,1,1,1,150,,,,,,,,
4,534302,11,3,3,2,33,6,2,,,,2,1,1,1,150,,,,,,,,
5,534302,11,3,3,2,35,6,2,,,,2,1,1,1,200,,,,,,,,
1,534402,6,2,4,3,61,2,1,,,,,,,,,,,,,,2004,,
2,534402,6,2,4,3,62,2,1,,,,,,,,,,,,,,,,
3,534402,6,2,4,3,64,2,1,,,,,,,,,,,,,,,,
4,534402,6,2,4,3,66,2,1,,,,,,,,,,,,,,,,
5,534402,6,2,4,3,68,2,1,,,,,,,,,,,,,,,,
6,534402,6,2,4,3,70,2,1,,,,,,,,,,,,,,,,
7,534402,6,2,4,3,72,2,1,,,,,,,,,,,,,,,,
1,534501,11,1,5,3,46,4,1,3,,,,,,,,1980,1989,2,,1989,1989,,
2,534501,11,1,5,3,47,4,1,,,,,,,,,,,,,,,,
3,534501,11,1,5,3,49,4,1,,,,,,,,,,,,,,,,
4,534501,11,1,5,3,51,4,1,,,,,,,,,,,,,,,,
5,534501,11,1,5,3,53,4,1,,,,,,,,,,,,,,,,
6,534501,11,1,5,3,55,4,1,,,,,,,,,,,,,,,,
7,534501,11,1,5,3,57,4,1,,,,,,,,,,,,,,,,
1,534602,12,0,4,6,32,6,1,1,9,8,,,,,,,,,,,1998,,
2,534602,12,0,4,6,33,6,1,,,,,,,,,,,,,,,,
3,534602,12,0,4,6,35,6,1,,,,,3,,,,,,,,,,,
4,534602,12,0,4,6,37,6,1,,,,,3,,,,,,,,,,,
5,534602,12,0,4,6,39,6,1,,,,,3,,,,,,,,,,,
6,534602,12,0,4,6,41,6,1,,,,,3,,,0,,,,,,,,
7,534602,12,0,4,6,43,6,1,,,,2,1,1,1,50,,,,,,,,
1,534702,6,2,4,2,37,4,1,3,,,,,,,,,,,,,2007,2006,2007
2,534702,6,2,4,2,38,4,1,,,,,3,,,0,,,,,,,,
1,534802,6,3,3,2,32,6,1,3,3,9,,,,,,,,,,,1997,,
2,534802,6,3,3,2,33,6,1,,,,2,1,4,1,100,,,,,,,,
3,534802,6,3,3,2,35,6,1,,,,2,1,1,1,90,,,,,,,,
4,534802,6,3,3,2,37,6,1,,,,2,1,1,1,120,,,,,,,,
6,534802,6,3,3,2,41,6,1,,,,2,1,4,2,150,,,,,,,,
7,534802,6,3,3,2,43,6,1,,,,2,1,4,1,200,,,,,,,,
6,534803,7,4,3,3,19,5,2,1,,,,,,,,,,,,,,,
1,534902,6,2,4,5,33,6,1,3,5,9,,,,,,,,,,,2002,,
2,534902,6,2,4,5,34,6,1,,,,,,,,,,,,,,,,
3,534902,6,2,4,5,36,6,1,,,,,,,,,,,,,,,,
4,534902,6,2,4,5,38,6,1,,,,,,,,,,,,,,,,
5,534902,6,2,4,5,40,6,1,,,,,,,,,,,,,,,,
6,534902,6,2,4,5,42,6,1,,,,1,1,4,2,120,,,,,,,,
7,534902,6,2,4,5,44,6,1,,,,1,1,1,2,140,,,,,,,,
1,535002,5,2,3,2,41,5,1,1,,,,,,,,,,,,,1994,,
2,535002,5,2,3,2,42,5,1,,,,,,,,,,,,,,,,
3,535002,5,2,3,2,44,5,1,,,,,,,,,,,,,,,,
4,535002,5,2,3,2,46,5,1,,,,,,,,,,,,,,,,
5,535002,5,2,3,2,48,5,1,,,,,,,,,,,,,,,,
6,535002,5,2,3,2,50,5,1,,,,,,,,,,,,,,,,
7,535002,5,2,3,2,52,5,1,,,,,,,,,,,,,,,,
1,535101,12,0,5,6,38,3,1,,,,2,1,4,5,90,1984,1984,2,,1984,,,
2,535101,12,0,5,6,39,3,1,,,,2,1,1,5,100,,,,,,,,
3,535101,12,0,5,6,41,3,1,,,,2,1,1,5,100,,,,,,,,
4,535101,12,0,5,6,43,3,1,,,,2,1,1,1,130,,,,,,,,
4,535102,12,0,5,6,19,7,2,1,9,9,,,,,,,,,,,,,
1,535202,9,2,5,5,42,6,1,3,14,9,,,,,,,,,,,2007,,
2,535202,9,2,5,5,43,6,1,,,,2,1,6,4,60,,,,,,,,
3,535202,9,2,5,5,45,6,1,,,,2,1,5,4,65,,,,,,,,
4,535202,9,2,5,5,47,6,1,,,,2,1,5,3,60,,,,,,,,
5,535202,9,2,5,5,49,6,1,,,,1,1,5,4,100,,,,,,,,
6,535202,9,2,5,5,51,6,1,,,,1,1,5,4,150,,,,,,,,
7,535202,9,2,5,5,53,6,1,,,,1,1,6,4,170,,,,,,,,
1,535303,6,2,5,2,53,2,1,,,,,3,,,100,1971,1972,2,,1971,,,
2,535303,6,2,5,2,54,2,1,,,,,3,,,0,,,,,,,,
5,535303,6,2,5,2,60,2,1,,,,2,1,1,1,80,,,,,,,,
1,535401,6,2,2,2,41,5,1,1,,,1,1,4,5,170,1985,1986,2,,1989,,2003,2005
2,535401,6,2,2,2,42,5,1,,,,1,1,4,5,150,,,,,,,,
4,535401,6,2,2,2,46,5,1,,,,,,,,,,,,,,,,
5,535401,6,2,2,2,48,5,1,,,,,,,,,,,,,,,,
6,535401,6,2,2,2,50,5,1,,,,,,,,,,,,,,,,
7,535401,6,2,2,2,52,5,1,,,,,,,,,,,,,,,,
4,535402,4,5,3,2,22,7,2,2,9,2,,,,,,,,,,,,,
5,535402,4,5,3,2,24,7,2,,,,,,,,,,,,,,,,
6,535402,4,5,3,2,26,7,2,,,,,,,,,,,,,,,,
1,535502,6,2,2,2,52,3,1,,,,,3,,,-9,1974,1979,2,,,,,
2,535502,6,2,2,2,53,3,1,,,,,3,,,150,,,,,,,,
3,535502,6,2,2,2,55,3,1,,,,,3,,,,,,,,,,,
4,535502,6,2,2,2,57,3,1,,,,,,,,,,,,,,,,
6,535502,6,2,2,2,61,3,1,,,,,2,,,450,,,,,,,,
7,535502,6,2,2,2,63,3,1,,,,,2,,,300,,,,,,,,
1,535602,6,2,2,1,64,2,1,,,,,,,,,,,,,,1998,1997,1998
2,535602,6,2,2,1,65,2,1,,,,,,,,,,,,,,,,
3,535602,6,2,2,1,67,2,1,,,,,,,,,,,,,,,,
4,535602,6,2,2,1,69,2,1,,,,,,,,,,,,,,,,
5,535602,6,2,2,1,71,2,1,,,,,,,,,,,,,,,,
6,535602,6,2,2,1,73,2,1,,,,,,,,,,,,,,,,
7,535602,6,2,2,1,75,2,1,,,,,,,,,,,,,,,,
1,535702,5,2,3,2,41,7,1,1,2,9,,3,,,-9,1988,1989,2,,,,,
2,535702,5,2,3,2,42,7,1,,,,,3,,,300,,,,,,,,
3,535702,5,2,3,2,44,7,1,,,,,3,,,,,,,,,,,
5,535702,5,2,3,2,48,7,1,,,,,3,,,,,,,,,,,
6,535702,5,2,3,2,50,7,1,,,,,3,,,100,,,,,,,,
7,535702,5,2,3,2,52,7,1,,,,1,1,1,1,150,,,,,,,,
5,535704,5,6,3,3,19,5,2,1,,,,,,,,,,,,,,,
6,535704,5,6,3,3,21,7,2,,-9,-9,,,,,,,,,,,,,
7,535704,5,6,3,3,23,6,2,,,,1,1,5,5,150,,,,,,,,
1,535802,9,2,3,3,48,5,1,1,,,1,1,1,1,150,1978,1979,2,,,,,
2,535802,9,2,3,3,49,5,1,,,,2,1,1,1,100,,,,,,,,
4,535802,9,2,3,3,53,5,1,,,,2,1,1,1,120,,,,,,,,
5,535802,9,2,3,3,55,5,1,,,,,,,,,,,,,,,,
1,535902,7,2,4,3,50,5,1,1,,,,2,,,-9,1976,1977,2,,,,,
2,535902,7,2,4,3,51,5,1,,,,,2,,,500,,,,,,,,
3,535902,7,2,4,3,53,5,1,,,,,2,,,300,,,,,,,,
4,535902,7,2,4,3,55,5,1,,,,,2,,,0,,,,,,,,
5,535902,7,2,4,3,57,5,1,,,,,2,,,300,,,,,,,,
6,535902,7,2,4,3,59,5,1,,,,,2,,,300,,,,,,,,
7,535902,7,2,4,3,61,5,1,,,,,2,,,250,,,,,,,,
1,535903,10,6,4,2,29,7,2,1,4,9,,3,,,-9,2006,,1,,,,,
2,535903,10,6,4,2,30,7,2,,,,,3,,,0,,,,,,,,
3,535903,10,6,4,2,32,7,2,,,,1,1,1,1,180,,,,,,,,
4,535903,10,6,4,2,34,7,2,,,,1,1,1,2,200,,,,,,,,
7,535903,10,6,4,2,40,7,2,,,,1,1,1,2,300,,,,,,,,
1,536002,9,2,4,3,47,3,1,,,,,5,,,150,1979,1983,2,,,,2000,2004
2,536002,9,2,4,3,48,3,1,,,,,5,,,300,,,,,,,,
3,536002,9,2,4,3,50,3,1,,,,,5,,,100,,,,,,,,
4,536002,9,2,4,3,52,3,1,,,,,5,,,100,,,,,,,,
5,536002,9,2,4,3,54,3,1,,,,,3,,,,,,,,,,,
6,536002,9,2,4,3,56,3,1,,,,,3,,,100,,,,,,,,
7,536002,9,2,4,3,58,3,1,,,,,3,,,180,,,,,,,,
1,536003,4,4,3,3,24,7,2,3,7,16,2,1,4,3,150,2006,2007,2,,,,,
2,536003,4,4,3,3,25,7,2,,,,2,1,4,3,150,,,,,,,,
4,536003,4,4,3,3,29,7,1,,,,,,,,,,,,,,,,
5,536003,4,4,3,3,31,7,1,,,,,,,,,,,,,,,,
6,536003,4,4,3,3,33,7,1,,,,,,,,,,,,,,,,
7,536003,4,4,3,3,35,7,1,,,,,,,,,,,,,,,,
1,536101,6,1,5,3,64,2,1,,,,,,,,,,,,1963,,1998,,
2,536101,6,1,5,3,65,2,1,,,,,,,,,,,,,,,,
3,536101,6,1,5,3,67,2,1,,,,,,,,,,,,,,,,
4,536101,6,1,5,3,69,2,1,,,,,,,,,,,,,,,,
5,536101,6,1,5,3,71,2,1,,,,,,,,,,,,,,,,
6,536101,6,1,5,3,73,2,1,,,,,,,,,,,,,,,,
7,536101,6,1,5,3,75,2,1,,,,,,,,,,,,,,,,
1,536202,1,2,3,4,52,4,1,3,,,,3,,,-9,,,,,,,,
2,536202,1,2,3,4,53,4,1,,,,,3,,,500,,,,,,,,
3,536202,1,2,3,4,55,4,1,,,,,3,,,,,,,,,,,
4,536202,1,2,3,4,57,4,1,,,,,3,,,,,,,,,,,
5,536202,1,2,3,4,59,4,1,,,,,3,,,,,,,,,,,
6,536202,1,2,3,4,61,4,1,,,,,3,,,200,,,,,,,,
7,536202,1,2,3,4,63,4,1,,,,,3,,,250,,,,,,,,
1,536301,6,3,4,3,36,4,2,3,,,,2,,,100,1990,1991,2,,,,2004,2006
2,536301,6,3,4,3,37,4,2,,,,,2,,,100,,,,,,,,
3,536301,6,3,4,3,39,4,2,,,,,,,,,,,,,,,,
4,536301,6,3,4,3,41,4,2,,,,,,,,,,,,,,,,
3,536302,6,1,4,3,63,1,1,,,,2,1,1,1,50,1962,1963,2,,,,,
4,536302,6,1,4,3,65,1,1,,,,,,,,,,,,,,,,
1,536402,6,1,5,3,46,1,1,,,,,2,,,100,1981,1992,2,,,,,
2,536402,6,1,5,3,47,1,1,,,,,2,,,300,,,,,,,,
3,536402,6,1,5,3,49,1,1,,,,,2,,,150,,,,,,,,
4,536402,6,1,5,3,51,1,1,,,,,2,,,400,,,,,,,,
5,536402,6,1,5,3,53,1,1,,,,,2,,,300,,,,,,,,
6,536402,6,1,5,3,55,1,1,,,,,2,,,200,,,,,,,,
7,536402,6,1,5,3,57,1,1,,,,,2,,,300,,,,,,,,
4,536403,4,4,2,2,19,6,2,1,12,8,,,,,,,,,,,,,
5,536403,4,4,2,2,21,6,2,,,,,,,,,,,,,,,,
6,536403,4,4,2,2,23,6,2,,,,,2,,,150,,,,,,,,
1,536502,3,4,4,4,45,7,1,2,6,14,,2,,,100,1993,1993,2,,,,,
2,536502,3,4,4,4,46,7,1,,,,,2,,,300,,,,,,,,
3,536502,3,4,4,4,48,7,1,,,,,2,,,200,,,,,,,,
4,536502,3,4,4,4,50,7,1,,,,,2,,,200,,,,,,,,
5,536502,3,4,4,4,52,7,1,,,,,2,,,100,,,,,,,,
6,536502,3,4,4,4,54,7,1,,,,,3,,,0,,,,,,,,
7,536502,3,4,4,4,56,7,1,,,,,3,,,0,,,,,,,,
4,536503,2,6,3,2,19,7,2,2,4,12,,,,,,,,,,,,,
6,536503,2,6,3,2,23,7,2,,,,,,,,,,,,,,,,
6,536504,5,6,2,3,21,7,2,2,10,3,,,,,,,,,,,,,
1,536602,7,2,3,1,45,5,1,1,,,,2,,,200,1981,1982,2,,1982,,,
2,536602,7,2,3,1,46,5,1,,,,,2,,,150,,,,,,,,
3,536602,7,2,3,1,48,5,1,,,,,2,,,100,,,,,,,,
4,536602,7,2,3,1,50,5,1,,,,,2,,,200,,,,,,,,
5,536602,7,2,3,1,52,5,1,,,,,2,,,200,,,,,,,,
6,536602,7,2,3,1,54,5,1,,,,,2,,,250,,,,,,,,
7,536602,7,2,3,1,56,5,1,,,,,2,,,500,,,,,,,,
1,536702,9,3,3,3,40,6,1,1,10,9,,,,,,1987,1998,2,,1998,1998,1987,1998
2,536702,9,3,3,3,41,6,1,,,,,,,,,,,,,,,,
3,536702,9,3,3,3,43,6,1,,,,,2,,,50,,,,,,,,
4,536702,9,3,3,3,45,6,1,,,,,2,,,200,,,,,,,,
5,536702,9,3,3,3,47,6,1,,,,,2,,,250,,,,,,,,
6,536702,9,3,3,3,49,6,1,,,,,2,,,200,,,,,,,,
7,536702,9,3,3,3,51,6,1,,,,1,1,4,2,150,,,,,,,,
1,536802,12,0,5,6,39,5,1,1,,,,3,,,300,1987,1989,2,,1989,,,
2,536802,12,0,5,6,40,5,1,,,,,3,,,0,,,,,,,,
3,536802,12,0,5,6,42,5,1,,,,,3,,,,,,,,,,,
4,536802,12,0,5,6,44,5,1,,,,,3,,,,,,,,,,,
5,536802,12,0,5,6,46,5,1,,,,,3,,,,,,,,,,,
6,536802,12,0,5,6,48,5,1,,,,,3,,,0,,,,,,,,
7,536802,12,0,5,6,50,5,1,,,,,3,,,0,,,,,,,,
6,536804,4,3,4,1,21,7,2,1,2,1,,,,,,,,,,,,,
1,536902,12,0,3,6,33,4,1,3,,,,,,,,1993,1996,2,,,2003,,
2,536902,12,0,3,6,34,4,1,,,,,,,,,,,,,,,,
3,536902,12,0,3,6,36,4,1,,,,,,,,,,,,,,,,
4,536902,12,0,3,6,38,4,1,,,,,,,,,,,,,,,,
1,537002,6,2,3,2,51,7,1,1,2,12,,,,,,1980,1984,2,,1985,1998,,
2,537002,6,2,3,2,52,7,1,,,,,,,,,,,,,,,,
3,537002,6,2,3,2,54,7,1,,,,,,,,,,,,,,,,
4,537002,6,2,3,2,56,7,1,,,,,,,,,,,,,,,,
5,537002,6,2,3,2,58,7,1,,,,2,1,9,3,60,,,,,,,,
6,537002,6,2,3,2,60,7,1,,,,2,1,9,4,60,,,,,,,,
7,537002,6,2,3,2,62,7,1,,,,2,1,9,4,90,,,,,,,,
3,537004,3,6,3,3,24,7,2,2,14,9,1,1,6,4,200,2010,,1,,,,,
4,537004,3,6,3,3,26,7,2,,,,1,1,6,3,190,,,,,,,,
5,537004,3,6,3,3,28,7,2,,,,1,1,6,4,200,,,,,,,,
6,537004,3,6,3,3,30,7,2,,,,1,1,6,4,250,,,,,,,,
3,537005,3,6,3,3,23,7,2,1,14,9,1,1,4,2,120,2010,,1,,,,,
4,537005,3,6,3,3,25,7,2,,,,1,1,4,2,130,,,,,,,,
5,537005,3,6,3,3,27,7,2,,,,1,1,4,2,170,,,,,,,,
6,537005,3,6,3,3,29,7,1,,,,,,,,,,,,,,,,
1,537102,6,3,4,3,33,5,1,1,,,,,,,,1993,1996,2,,1996,2007,2007,2007
2,537102,6,3,4,3,34,5,1,,,,,,,,,,,,,,,,
3,537102,6,3,4,3,36,5,1,,,,,,,,,,,,,,,,
4,537102,6,3,4,3,38,5,1,,,,,,,,,,,,,,,,
5,537102,6,3,4,3,40,5,1,,,,,,,,,,,,,,,,
6,537102,6,3,4,3,42,5,1,,,,2,1,1,4,67,,,,,,,,
7,537102,6,3,4,3,44,5,1,,,,2,1,1,3,100,,,,,,,,
3,537106,6,2,4,3,59,2,1,,,,,,,,,,,,,,,,
4,537106,6,2,4,3,61,2,1,,,,,,,,,,,,,,,,
5,537106,6,2,4,3,63,2,1,,,,,,,,,,,,,,,,
6,537106,6,2,4,3,65,2,1,,,,,,,,,,,,,,,,
7,537106,6,2,4,3,67,2,1,,,,,2,,,100,,,,,,,,
1,537202,3,4,4,3,36,5,1,1,,,,,,,,1990,2003,2,,,2007,,
4,537202,3,4,4,3,41,5,1,,,,2,1,1,1,85,,,,,,,,
7,537202,3,4,4,3,47,5,1,,,,2,1,1,2,115,,,,,,,,
1,537302,10,4,2,2,31,7,1,2,5,9,,2,,,50,1999,1999,2,,2000,,,
2,537302,10,4,2,2,32,7,1,,,,,2,,,50,,,,,,,,
4,537302,10,4,2,2,36,7,1,,,,,2,,,150,,,,,,,,
1,537402,6,1,4,3,46,5,1,1,,,,,,,,1980,1980,2,,,1995,,
2,537402,6,1,4,3,47,5,1,,,,,,,,,,,,,,,,
1,537502,9,3,4,2,36,3,1,,,,,,,,,1987,1992,2,,,1992,,
2,537502,9,3,4,2,37,3,1,,,,,,,,,,,,,,,,
3,537502,9,3,4,2,39,3,1,,,,,,,,,,,,,,,,
4,537502,9,3,4,2,41,3,1,,,,,,,,,,,,,,,,
5,537502,9,3,4,2,43,3,1,,,,,,,,,,,,,,,,
6,537502,9,3,4,2,45,3,1,,,,,,,,,,,,,,,,
7,537502,9,3,4,2,47,3,1,,,,,,,,,,,,,,,,
1,537602,4,4,3,4,33,5,1,1,,,,,,,,,,,,,,,
2,537602,4,4,3,4,34,5,1,,,,,,,,,,,,,,,,
3,537602,4,4,3,4,36,5,1,,,,,,,,,,,,,,,,
4,537602,4,4,3,4,38,5,1,,,,,,,,,,,,,,,,
5,537602,4,4,3,4,40,5,1,,,,,,,,,,,,,,,,
1,537702,6,1,5,5,52,1,1,,,,,,,,,,,,,,,,
2,537702,6,1,5,5,53,1,1,,,,,,,,,,,,,,,,
3,537702,6,1,5,5,55,1,1,,,,,,,,,,,,,,,,
4,537702,6,1,5,5,57,1,1,,,,,,,,,,,,,,,,
5,537702,6,1,5,5,59,1,1,,,,,,,,,,,,,,,,
7,537702,6,1,5,5,63,1,1,,,,,,,,,,,,,,,,
1,537802,9,2,3,6,37,4,1,3,,,,2,,,100,1989,1991,2,,1998,,,
2,537802,9,2,3,6,38,4,1,,,,,,,,,,,,,,,,
3,537802,9,2,3,6,40,4,1,,,,,,,,,,,,,,,,
4,537802,9,2,3,6,42,4,1,,,,,,,,,,,,,,,,
5,537802,9,2,3,6,44,4,1,,,,,,,,,,,,,,,,
6,537802,9,2,3,6,46,4,1,,,,,,,,,,,,,,,,
7,537802,9,2,3,6,48,4,1,,,,,,,,,,,,,,,,
1,537902,9,2,3,2,42,4,1,3,,,,,,,,1984,1986,2,,1996,2002,,
2,537902,9,2,3,2,43,4,1,,,,2,1,3,1,100,,,,,,,,
3,537902,9,2,3,2,45,4,1,,,,2,1,4,1,100,,,,,,,,
4,537902,9,2,3,2,47,4,1,,,,2,1,4,6,120,,,,,,,,
5,537902,9,2,3,2,49,4,1,,,,,,,,,,,,,,,,
