,,성장환경,,,,개인 spec.,,,,,,일자리 특징,,,,종속변수,,,,,,,,
WAVE,OPID,P011505,P011510,P011518,P011508,P99AG,P99ED01,P04ML01,P02ED07,P02MC01,P02ED16,WCSEL01,PP99RA,WCKD,WCEMP,JOBSAL,P03SJ01,P03RT04,P03JH03,P06SJ01,P06RT04,W10EJ01B,W09SJ01,W09TW09D
조사회차,패널ID,15세 아버지 직업,아버지 최종학력,15세 가정 형편,15세 부모님 관계,연령,학력,결혼경험,고등학교 종류,대학전공,대학소재지,일자리구분(정규/비정규),직위,직장종류,사업체 직원 수,월 급여,첫 직장입직,첫 직장 퇴직,첫직장 유지,새로운 일자리 입직,하던일 퇴직,최근 일자리 그만둔 시점,이전일자리 입직,이전일자리 퇴직
6,537902,9,2,3,2,51,4,1,,,,,,,,,,,,,,,,
7,537902,9,2,3,2,53,4,1,,,,,,,,,,,,,,,,
1,538002,6,2,4,3,33,4,1,3,,,,,,,,1992,2000,2,,,,,
2,538002,6,2,4,3,34,4,1,,,,,,,,,,,,,,,,
4,538002,6,2,4,3,38,4,1,,,,,,,,,,,,,,,,
5,538002,6,2,4,3,40,4,1,,,,2,1,6,3,50,,,,,,,,
6,538002,6,2,4,3,42,4,1,,,,2,1,6,2,150,,,,,,,,
7,538002,6,2,4,3,44,4,1,,,,1,1,1,2,170,,,,,,,,
1,538102,6,3,4,3,31,4,1,3,,,,,,,,-9,,-9,,,1997,1995,1997
2,538102,6,3,4,3,32,4,1,,,,,,,,,,,,,,,,
1,538103,6,3,4,3,29,7,2,2,3,9,2,1,4,3,140,2002,,1,,,,2002,2006
2,538103,6,3,4,3,30,7,2,,,,2,1,1,3,100,,,,,,,,
1,538201,6,2,4,2,59,2,1,,,,2,1,1,2,65,1981,1986,2,,,,1981,1986
2,538201,6,2,4,2,60,2,1,,,,,,,,,,,,,,,,
3,538201,6,2,4,2,62,2,1,,,,2,1,1,2,100,,,,,,,,
4,538201,6,2,4,2,64,2,1,,,,2,1,4,3,53,,,,,,,,
5,538201,6,2,4,2,66,2,1,,,,2,1,4,3,50,,,,,,,,
6,538201,6,2,4,2,68,2,1,,,,2,1,4,2,50,,,,,,,,
7,538201,6,2,4,2,70,2,1,,,,,,,,,,,,,,,,
1,538302,2,6,3,2,41,7,1,1,1,3,,,,,,1988,1994,2,,,1994,1988,1994
2,538302,2,6,3,2,42,7,1,,,,,,,,,,,,,,,,
1,538402,6,2,3,2,50,5,1,1,,,1,1,1,3,60,,,,,,,,
2,538402,6,2,3,2,51,5,1,,,,1,1,1,2,100,,,,,,,,
2,538403,3,4,3,2,26,8,2,1,2,9,,,,,,,,,,,,,
1,538502,6,1,4,2,60,1,1,,,,,,,,,,,,,,,,
2,538502,6,1,4,2,61,1,1,,,,,,,,,,,,,,,,
3,538502,6,1,4,2,63,1,1,,,,,,,,,,,,,,,,
4,538502,6,1,4,2,65,1,1,,,,,,,,,,,,,,,,
5,538502,6,1,4,2,67,1,1,,,,,,,,,,,,,,,,
6,538502,6,1,4,2,69,1,1,,,,,,,,,,,,,,,,
7,538502,6,1,4,2,71,1,1,,,,2,1,5,4,40,,,,,,,,
6,538506,7,3,5,2,28,3,1,,,,,,,,,,,,,,,,
7,538506,7,3,5,2,30,3,1,,,,,,,,,,,,,,,,
1,538602,1,1,2,3,44,3,1,,,,,,,,,1984,1990,2,,1990,,,
2,538602,1,1,2,3,45,3,1,,,,,,,,,,,,,,,,
4,538602,1,1,2,3,49,3,1,,,,,2,,,120,,,,,,,,
5,538602,1,1,2,3,51,3,1,,,,,,,,,,,,,,,,
6,538602,1,1,2,3,53,3,1,,,,2,1,1,3,100,,,,,,,,
7,538602,1,1,2,3,55,3,1,,,,,,,,,,,,,,,,
1,538702,7,2,3,2,54,3,1,,,,,,,,,,,,,,,,
2,538702,7,2,3,2,55,3,1,,,,,,,,,,,,,,,,
3,538702,7,2,3,2,57,3,1,,,,,,,,,,,,,,,,
4,538702,7,2,3,2,59,3,1,,,,,,,,,,,,,,,,
5,538702,7,2,3,2,61,3,1,,,,,,,,,,,,,,,,
6,538702,7,2,3,2,63,3,1,,,,,,,,,,,,,,,,
7,538702,7,2,3,2,65,3,1,,,,,,,,,,,,,,,,
1,538802,5,2,2,2,35,7,1,1,10,9,1,1,1,2,170,1994,,1,,,,,
3,538802,5,2,2,2,38,7,1,,,,1,1,1,3,200,,,,,,,,
1,538902,9,2,4,2,54,2,1,,,,1,1,1,3,80,-9,-9,2,,,,2006,2007
2,538902,9,2,4,2,55,2,1,,,,1,1,1,1,80,,,,,,,,
3,538902,9,2,4,2,57,2,1,,,,1,1,1,3,100,,,,,,,,
4,538902,9,2,4,2,59,2,1,,,,,,,,,,,,,,,,
5,538902,9,2,4,2,61,2,1,,,,,,,,,,,,,,,,
6,538902,9,2,4,2,63,2,1,,,,,,,,,,,,,,,,
7,538902,9,2,4,2,65,2,1,,,,,,,,,,,,,,,,
1,539002,6,2,4,2,55,5,1,1,,,,2,,,0,,,,,,,,
2,539002,6,2,4,2,56,5,1,,,,,2,,,0,,,,,,,,
3,539002,6,2,4,2,58,5,1,,,,,2,,,0,,,,,,,,
4,539002,6,2,4,2,60,5,1,,,,,2,,,0,,,,,,,,
5,539002,6,2,4,2,62,5,1,,,,,,,,,,,,,,,,
5,539004,4,4,3,2,30,7,2,1,1,9,,3,,,,2005,2009,2,,,,2005,2008
6,539004,4,4,3,2,32,7,2,,,,,3,,,0,,,,,,,,
7,539004,4,4,3,2,34,7,2,,,,,3,,,0,,,,,,,,
1,539102,6,1,1,1,64,2,1,,,,,2,,,100,,,,,,,,
2,539102,6,1,1,1,65,2,1,,,,,2,,,50,,,,,,,,
3,539102,6,1,1,1,67,2,1,,,,,2,,,0,,,,,,,,
1,539201,3,4,3,3,25,7,2,2,14,9,1,1,6,4,210,2005,,1,,,,,
2,539201,3,4,3,3,26,7,1,,,,1,1,6,4,250,,,,,,,,
3,539201,3,4,3,3,28,7,1,,,,1,1,6,4,200,,,,,,,,
4,539201,3,4,3,3,30,7,1,,,,,,,,,,,,,,,,
5,539201,3,4,3,3,32,7,1,,,,1,1,6,4,250,,,,,,,,
1,539301,3,4,3,2,23,6,2,1,1,9,,,,,,2005,2006,2,,,2006,2005,2006
2,539301,3,4,3,2,24,6,2,,,,,,,,,,,,,,,,
3,539301,3,4,3,2,26,6,2,,,,,,,,,,,,,,,,
4,539301,3,4,3,2,28,6,2,,,,,,,,,,,,,,,,
5,539301,3,4,3,2,30,6,2,,,,,,,,,,,,,,,,
7,539301,3,4,3,2,34,6,2,,,,,,,,,,,,,,,,
1,539402,6,2,3,3,57,2,1,,,,,2,,,100,,,,,,,,
2,539402,6,2,3,3,58,2,1,,,,,2,,,0,,,,,,,,
3,539402,6,2,3,3,60,2,1,,,,,2,,,300,,,,,,,,
4,539402,6,2,3,3,62,2,1,,,,,2,,,0,,,,,,,,
5,539402,6,2,3,3,64,2,1,,,,,2,,,100,,,,,,,,
6,539402,6,2,3,3,66,2,1,,,,,2,,,80,,,,,,,,
7,539402,6,2,3,3,68,2,1,,,,,2,,,80,,,,,,,,
3,539404,12,0,3,6,34,5,1,1,,,,3,,,,1995,1997,2,,1997,,1995,1997
4,539404,12,0,3,6,36,5,1,,,,,4,,,,,,,,,,,
6,539404,12,0,3,6,40,5,1,,,,,4,,,0,,,,,,,,
7,539404,12,0,3,6,42,5,1,,,,1,1,3,3,150,,,,,,,,
1,539502,6,1,4,2,59,3,1,,,,,2,,,90,,,,,,,,
2,539502,6,1,4,2,60,3,1,,,,,2,,,0,,,,,,,,
3,539502,6,1,4,2,62,3,1,,,,,2,,,0,,,,,,,,
4,539502,6,1,4,2,64,3,1,,,,,2,,,0,,,,,,,,
5,539502,6,1,4,2,66,3,1,,,,,3,,,,,,,,,,,
6,539502,6,1,4,2,68,3,1,,,,,3,,,0,,,,,,,,
7,539502,6,1,4,2,70,3,1,,,,,3,,,0,,,,,,,,
1,539602,6,2,3,2,62,2,1,,,,,,,,,1964,,1,,,,,
2,539602,6,2,3,2,63,2,1,,,,,,,,,,,,,,,,
3,539602,6,2,3,2,65,2,1,,,,,,,,,,,,,,,,
4,539602,6,2,3,2,67,2,1,,,,,,,,,,,,,,,,
5,539602,6,2,3,2,69,2,1,,,,,,,,,,,,,,,,
6,539602,6,2,3,2,71,2,1,,,,,,,,,,,,,,,,
7,539602,6,2,3,2,73,2,1,,,,,,,,,,,,,,,,
1,539702,6,2,2,1,51,2,1,,,,,2,,,0,,,,,,,,
2,539702,6,2,2,1,52,2,1,,,,,2,,,0,,,,,,,,
3,539702,6,2,2,1,54,2,1,,,,,2,,,0,,,,,,,,
4,539702,6,2,2,1,56,2,1,,,,,2,,,0,,,,,,,,
5,539702,6,2,2,1,58,2,1,,,,,3,,,,,,,,,,,
6,539702,6,2,2,1,60,2,1,,,,,3,,,0,,,,,,,,
7,539702,6,2,2,1,62,2,1,,,,,3,,,0,,,,,,,,
1,539802,6,1,5,1,54,2,1,,,,,2,,,60,1965,1972,2,1972,,,,
2,539802,6,1,5,1,55,2,1,,,,,2,,,300,,,,,,,,
3,539802,6,1,5,1,57,2,1,,,,,2,,,100,,,,,,,,
4,539802,6,1,5,1,59,2,1,,,,,2,,,100,,,,,,,,
5,539802,6,1,5,1,61,2,1,,,,,2,,,42,,,,,,,,
6,539802,6,1,5,1,63,2,1,,,,,2,,,100,,,,,,,,
7,539802,6,1,5,1,65,2,1,,,,2,1,1,2,144,,,,,,,,
1,539902,6,2,4,2,44,3,1,,,,,2,,,60,,,,,,,1983,1983
2,539902,6,2,4,2,45,3,1,,,,,2,,,100,,,,,,,,
3,539902,6,2,4,2,47,3,1,,,,,2,,,100,,,,,,,,
4,539902,6,2,4,2,49,3,1,,,,,2,,,100,,,,,,,,
5,539902,6,2,4,2,51,3,1,,,,,2,,,200,,,,,,,,
6,539902,6,2,4,2,53,3,1,,,,,2,,,60,,,,,,,,
7,539902,6,2,4,2,55,3,1,,,,,2,,,100,,,,,,,,
1,540002,6,2,4,3,41,3,1,,,,,2,,,10,1983,1987,2,,,,1999,2006
2,540002,6,2,4,3,42,3,1,,,,,2,,,100,,,,,,,,
3,540002,6,2,4,3,44,3,1,,,,,2,,,100,,,,,,,,
4,540002,6,2,4,3,46,3,1,,,,,2,,,100,,,,,,,,
5,540002,6,2,4,3,48,3,1,,,,,2,,,100,,,,,,,,
5,540007,6,3,3,2,27,6,1,3,14,9,,,,,,2009,2013,2,,2013,,2009,2013
1,540102,12,0,5,6,64,1,1,,,,,,,,,,,,,,,,
2,540102,12,0,5,6,65,1,1,,,,,,,,,,,,,,,,
3,540102,12,0,5,6,67,1,1,,,,,,,,,,,,,,,,
4,540102,12,0,5,6,69,1,1,,,,,,,,,,,,,,,,
5,540102,12,0,5,6,71,1,1,,,,,,,,,,,,,,,,
6,540102,12,0,5,6,73,1,1,,,,,,,,,,,,,,,,
7,540102,12,0,5,6,75,1,1,,,,,,,,,,,,,,,,
1,540202,6,2,4,2,54,2,1,,,,,,,,,,,,1973,,,,
2,540202,6,2,4,2,55,2,1,,,,,,,,,,,,,,,,
3,540202,6,2,4,2,57,2,1,,,,,,,,,,,,,,,,
4,540202,6,2,4,2,59,2,1,,,,,,,,,,,,,,,,
5,540202,6,2,4,2,61,2,1,,,,,,,,,,,,,,,,
6,540202,6,2,4,2,63,2,1,,,,,2,,,100,,,,,,,,
7,540202,6,2,4,2,65,2,1,,,,,2,,,100,,,,,,,,
1,540302,6,2,4,2,49,3,1,,,,,,,,,,,,,,,,
2,540302,6,2,4,2,50,3,1,,,,,,,,,,,,,,,,
3,540302,6,2,4,2,52,3,1,,,,,,,,,,,,,,,,
5,540302,6,2,4,2,56,3,1,,,,,,,,,,,,,,,,
6,540302,6,2,4,2,58,3,1,,,,,,,,,,,,,,,,
1,540402,6,2,3,2,45,3,1,,,,,2,,,0,,,,,,,,
2,540402,6,2,3,2,46,3,1,,,,,2,,,0,,,,,,,,
3,540402,6,2,3,2,48,3,1,,,,,2,,,0,,,,,,,,
5,540402,6,2,3,2,52,3,1,,,,,3,,,,,,,,,,,
6,540402,6,2,3,2,54,3,1,,,,,3,,,0,,,,,,,,
7,540402,6,2,3,2,56,3,1,,,,,3,,,0,,,,,,,,
2,540405,5,3,3,2,21,7,1,3,10,9,,,,,,,,,,,,,
1,540502,6,4,3,2,39,7,1,2,10,1,,2,,,100,1991,1995,2,,,,1991,1995
2,540502,6,4,3,2,40,7,1,,,,,2,,,50,,,,,,,,
3,540502,6,4,3,2,42,7,1,,,,,2,,,100,,,,,,,,
4,540502,6,4,3,2,44,7,1,,,,,2,,,250,,,,,,,,
5,540502,6,4,3,2,46,7,1,,,,,2,,,50,,,,,,,,
6,540502,6,4,3,2,48,7,1,,,,,,,,,,,,,,,,
7,540502,6,4,3,2,50,7,1,,,,,,,,,,,,,,,,
1,540603,1,2,3,2,33,7,1,1,3,1,1,1,4,4,160,1992,1998,2,1999,,,2002,2004
1,540703,5,3,2,4,28,6,2,1,12,9,,2,,,150,2002,2005,2,,,,2002,2005
1,540802,5,2,3,1,47,5,1,1,,,,,,,,,,,,,,,
2,540802,5,2,3,1,48,5,1,,,,,,,,,,,,,,,,
3,540802,5,2,3,1,50,5,1,,,,,,,,,,,,,,,,
1,540902,6,2,4,2,39,3,1,,,,,2,,,0,1984,1987,2,,1987,,1984,1987
2,540902,6,2,4,2,40,3,1,,,,,2,,,50,,,,,,,,
3,540902,6,2,4,2,42,3,1,,,,,2,,,0,,,,,,,,
4,540902,6,2,4,2,44,3,1,,,,,2,,,10,,,,,,,,
5,540902,6,2,4,2,46,3,1,,,,,2,,,10,,,,,,,,
5,540905,6,4,5,5,24,5,2,1,,,,,,,,,,,,,,,
1,541002,6,2,3,1,49,2,1,,,,,2,,,-9,1973,1983,2,,,,1973,1983
2,541002,6,2,3,1,50,2,1,,,,,2,,,250,,,,,,,,
3,541002,6,2,3,1,52,2,1,,,,,2,,,60,,,,,,,,
4,541002,6,2,3,1,54,2,1,,,,,2,,,100,,,,,,,,
5,541002,6,2,3,1,56,2,1,,,,,2,,,150,,,,,,,,
6,541002,6,2,3,1,58,2,1,,,,,2,,,200,,,,,,,,
7,541002,6,2,3,1,60,2,1,,,,,2,,,250,,,,,,,,
1,541102,6,1,3,3,48,2,1,,,,,2,,,-9,1989,2005,2,,,,,
2,541102,6,1,3,3,49,2,1,,,,,2,,,60,,,,,,,,
3,541102,6,1,3,3,51,2,1,,,,,2,,,0,,,,,,,,
4,541102,6,1,3,3,53,2,1,,,,,2,,,0,,,,,,,,
5,541102,6,1,3,3,55,2,1,,,,,2,,,80,,,,,,,,
6,541102,6,1,3,3,57,2,1,,,,,2,,,120,,,,,,,,
7,541102,6,1,3,3,59,2,1,,,,,2,,,100,,,,,,,,
1,541202,6,1,1,3,64,2,1,,,,,2,,,50,1959,1961,2,,,,,
2,541202,6,1,1,3,65,2,1,,,,,2,,,30,,,,,,,,
3,541202,6,1,1,3,67,2,1,,,,,2,,,100,,,,,,,,
5,541202,6,1,1,3,71,2,1,,,,,2,,,150,,,,,,,,
7,541202,6,1,1,3,75,2,1,,,,,2,,,100,,,,,,,,
1,541302,6,1,4,3,54,3,1,,,,2,1,1,3,80,1999,,1,,,,,
3,541302,6,1,4,3,57,3,1,,,,2,1,1,3,100,,,,,,,,
7,541302,6,1,4,3,65,3,1,,,,,,,,,,,,,,,,
1,541402,6,2,3,3,35,5,1,1,,,,2,,,150,1992,1993,2,,,,1992,1993
2,541402,6,2,3,3,36,5,1,,,,,2,,,0,,,,,,,,
3,541402,6,2,3,3,38,5,1,,,,,,,,,,,,,,,,
1,541502,6,2,4,6,57,2,1,,,,,2,,,0,,,,,,,1972,1975
2,541502,6,2,4,6,58,2,1,,,,,2,,,0,,,,,,,,
3,541502,6,2,4,6,60,2,1,,,,,2,,,0,,,,,,,,
4,541502,6,2,4,6,62,2,1,,,,,2,,,0,,,,,,,,
5,541502,6,2,4,6,64,2,1,,,,,3,,,,,,,,,,,
2,541503,6,2,3,2,28,3,2,,,,,,,,,,,,,,,,
4,541503,6,2,3,2,32,3,2,,,,,,,,,,,,,,,,
5,541503,6,2,3,2,34,3,2,,,,,,,,,,,,,,,,
1,541602,6,2,4,2,56,2,1,,,,,,,,,,,,,,,,
2,541602,6,2,4,2,57,2,1,,,,,,,,,,,,,,,,
3,541602,6,2,4,2,59,2,1,,,,,,,,,,,,,,,,
4,541602,6,2,4,2,61,2,1,,,,,,,,,,,,,,,,
6,541602,6,2,4,2,65,2,1,,,,,,,,,,,,,,,,
7,541602,6,2,4,2,67,2,1,,,,,,,,,,,,,,,,
1,541702,12,0,4,6,44,2,1,,,,,2,,,0,,,,,,,,
2,541702,12,0,4,6,45,2,1,,,,,2,,,0,,,,,,,,
5,541702,12,0,4,6,51,2,1,,,,,3,,,,,,,,,,,
6,541702,12,0,4,6,53,2,1,,,,,3,,,0,,,,,,,,
7,541702,12,0,4,6,55,2,1,,,,,3,,,0,,,,,,,,
1,541802,6,1,3,2,55,2,1,,,,,,,,,,,,,,,,
2,541802,6,1,3,2,56,2,1,,,,,,,,,,,,,,,,
3,541802,6,1,3,2,58,2,1,,,,,,,,,,,,,,,,
4,541802,6,1,3,2,60,2,1,,,,,,,,,,,,,,,,
5,541802,6,1,3,2,62,2,1,,,,,,,,,,,,,,,,
6,541802,6,1,3,2,64,2,1,,,,,,,,,,,,,,,,
7,541802,6,1,3,2,66,2,1,,,,,,,,,,,,,,,,
1,541902,6,2,1,1,37,4,1,3,,,,,,,,,,,,,,,
2,541902,6,2,1,1,38,4,1,,,,,,,,,,,,,,,,
3,541902,6,2,1,1,40,4,1,,,,,,,,,,,,,,,,
4,541902,6,2,1,1,42,4,1,,,,,3,,,,,,,,,,,
5,541902,6,2,1,1,44,4,1,,,,,3,,,,,,,,,,,
6,541902,6,2,1,1,46,4,1,,,,,3,,,0,,,,,,,,
7,541902,6,2,1,1,48,4,1,,,,,3,,,0,,,,,,,,
1,542002,3,4,3,1,32,6,1,2,5,18,,,,,,,,,,,,,
2,542002,3,4,3,1,33,6,1,,,,,,,,,,,,,,,,
3,542002,3,4,3,1,35,6,1,,,,2,1,1,2,80,,,,,,,,
4,542002,3,4,3,1,37,6,1,,,,2,1,1,1,20,,,,,,,,
5,542002,3,4,3,1,39,6,1,,,,2,1,1,2,100,,,,,,,,
6,542002,3,4,3,1,41,6,1,,,,1,1,1,2,150,,,,,,,,
3,542007,6,2,4,2,45,5,1,1,,,2,1,1,2,120,1983,1988,2,,,,2009,2010
4,542007,6,2,4,2,47,5,1,,,,2,1,1,1,130,,,,,,,,
5,542007,6,2,4,2,49,5,1,,,,2,1,1,1,60,,,,,,,,
6,542007,6,2,4,2,51,5,1,,,,,2,,,100,,,,,,,,
1,542102,6,2,4,2,47,3,1,,,,,,,,,,,,,,,,
2,542102,6,2,4,2,48,3,1,,,,,,,,,,,,,,,,
3,542102,6,2,4,2,50,3,1,,,,,,,,,,,,,,,,
4,542102,6,2,4,2,52,3,1,,,,2,1,1,4,90,,,,,,,,
5,542102,6,2,4,2,54,3,1,,,,2,1,1,5,110,,,,,,,,
6,542102,6,2,4,2,56,3,1,,,,2,1,1,3,120,,,,,,,,
7,542102,6,2,4,2,58,3,1,,,,2,1,1,2,140,,,,,,,,
2,542103,6,2,3,2,25,6,2,1,3,9,2,1,6,2,90,2004,,1,,,,,
3,542103,6,2,3,2,27,6,2,,,,2,1,6,2,120,,,,,,,,
4,542103,6,2,3,2,29,6,2,,,,2,1,6,2,130,,,,,,,,
5,542103,6,2,3,2,31,6,2,,,,2,1,6,3,130,,,,,,,,
6,542103,6,2,3,2,33,6,2,,,,2,1,6,4,170,,,,,,,,
7,542103,6,2,3,2,35,6,2,,,,2,1,6,3,180,,,,,,,,
1,542201,6,1,5,2,50,2,1,,,,1,1,-9,3,80,,,,,,,,
2,542201,6,1,5,2,51,2,1,,,,,,,,,,,,,,,,
3,542201,6,1,5,2,53,2,1,,,,,,,,,,,,,,,,
4,542201,6,1,5,2,55,2,1,,,,,,,,,,,,,,,,
5,542201,6,1,5,2,57,2,1,,,,,,,,,,,,,,,,
6,542201,6,1,5,2,59,2,1,,,,,,,,,,,,,,,,
7,542201,6,1,5,2,61,2,1,,,,2,1,1,1,72,,,,,,,,
6,542202,6,3,3,3,41,5,1,1,,,2,1,2,3,60,,,,,,,,
7,542202,6,3,3,3,43,5,1,,,,2,1,2,2,60,,,,,,,,
2,542204,6,3,3,2,30,4,1,3,,,,,,,,1997,1999,2,,1999,-9,,
3,542204,6,3,3,2,32,4,1,,,,1,1,4,4,130,,,,,,,,
4,542204,6,3,3,2,34,4,1,,,,1,1,4,5,100,,,,,,,,
1,542302,6,1,5,3,45,2,1,,,,,3,,,0,1976,1982,2,1982,,,1976,1982
2,542302,6,1,5,3,46,2,1,,,,,3,,,0,,,,,,,,
3,542302,6,1,5,3,48,2,1,,,,,3,,,,,,,,,,,
4,542302,6,1,5,3,50,2,1,,,,,3,,,,,,,,,,,
1,542402,6,2,3,1,46,3,1,,,,,3,,,0,1978,1985,2,1986,,,1978,1985
2,542402,6,2,3,1,47,3,1,,,,,3,,,0,,,,,,,,
3,542402,6,2,3,1,49,3,1,,,,,3,,,,,,,,,,,
4,542402,6,2,3,1,51,3,1,,,,,3,,,,,,,,,,,
5,542402,6,2,3,1,53,3,1,,,,,3,,,,,,,,,,,
6,542402,6,2,3,1,55,3,1,,,,,3,,,0,,,,,,,,
7,542402,6,2,3,1,57,3,1,,,,,3,,,0,,,,,,,,
1,542404,6,4,3,1,21,7,2,1,2,9,,,,,,,,,,,,,
2,542404,6,4,3,1,22,7,2,,,,2,1,3,5,100,,,,,,,,
3,542404,6,4,3,1,24,7,2,,,,,,,,,,,,,,,,
4,542404,6,4,3,1,26,7,2,,,,1,1,1,2,145,,,,,,,,
5,542404,6,4,3,1,28,7,1,,,,,,,,,,,,,,,,
6,542404,6,4,3,1,30,7,1,,,,,,,,,,,,,,,,
7,542404,6,4,3,1,32,7,1,,,,1,1,1,1,150,,,,,,,,
1,542502,3,2,2,2,59,3,1,,,,,,,,,1975,2005,2,1975,,2005,1975,2005
2,542502,3,2,2,2,60,3,1,,,,,,,,,,,,,,,,
3,542502,3,2,2,2,62,3,1,,,,,,,,,,,,,,,,
4,542502,3,2,2,2,64,3,1,,,,,,,,,,,,,,,,
5,542502,3,2,2,2,66,3,1,,,,,,,,,,,,,,,,
6,542502,3,2,2,2,68,3,1,,,,,,,,,,,,,,,,
7,542502,3,2,2,2,70,3,1,,,,,,,,,,,,,,,,
1,542602,6,2,3,1,56,2,1,,,,,3,,,0,1968,1973,2,,1973,,1968,1973
2,542602,6,2,3,1,57,2,1,,,,,3,,,0,,,,,,,,
3,542602,6,2,3,1,59,2,1,,,,,3,,,,,,,,,,,
4,542602,6,2,3,1,61,2,1,,,,,3,,,,,,,,,,,
5,542602,6,2,3,1,63,2,1,,,,,3,,,,,,,,,,,
6,542602,6,2,3,1,65,2,1,,,,,3,,,0,,,,,,,,
7,542602,6,2,3,1,67,2,1,,,,,3,,,0,,,,,,,,
1,542702,6,1,4,1,61,2,1,,,,,2,,,100,1966,,1,1966,,,,
2,542702,6,1,4,1,62,2,1,,,,,2,,,30,,,,,,,,
3,542702,6,1,4,1,64,2,1,,,,,2,,,30,,,,,,,,
4,542702,6,1,4,1,66,2,1,,,,,2,,,40,,,,,,,,
5,542702,6,1,4,1,68,2,1,,,,,2,,,20,,,,,,,,
6,542702,6,1,4,1,70,2,1,,,,,,,,,,,,,,,,
7,542702,6,1,4,1,72,2,1,,,,,,,,,,,,,,,,
1,542802,12,0,5,6,62,1,1,,,,,,,,,,,,,,,,
2,542802,12,0,5,6,63,1,1,,,,,,,,,,,,,,,,
3,542802,12,0,5,6,65,1,1,,,,,,,,,,,,,,,,
4,542802,12,0,5,6,67,1,1,,,,,,,,,,,,,,,,
5,542802,12,0,5,6,69,1,1,,,,,,,,,,,,,,,,
1,542901,4,3,2,2,44,7,1,2,3,9,1,1,4,5,280,1986,,1,,,,,
1,543002,6,2,4,3,40,5,1,1,,,,,,,,,,,,,,,
1,543102,12,0,5,6,32,7,1,1,14,9,,,,,,1998,2005,2,,,2005,1998,2005
3,543102,12,0,5,6,35,7,1,,,,,,,,,,,,,,,,
1,543201,12,0,5,6,61,2,1,,,,,,,,,1961,1965,2,,1965,,,
2,543201,12,0,5,6,62,2,1,,,,,,,,,,,,,,,,
3,543201,12,0,5,6,64,2,1,,,,,,,,,,,,,,,,
4,543201,12,0,5,6,66,2,1,,,,,,,,,,,,,,,,
5,543201,12,0,5,6,68,2,1,,,,2,1,5,5,20,,,,,,,,
6,543201,12,0,5,6,70,2,1,,,,2,1,5,5,20,,,,,,,,
7,543201,12,0,5,6,72,2,1,,,,2,1,5,5,27,,,,,,,,
1,543302,-9,2,3,1,29,4,1,3,,,,,,,,1995,2000,2,,,2002,1995,2002
2,543302,-9,2,3,1,30,4,1,,,,,,,,,,,,,,,,
3,543302,-9,2,3,1,32,4,1,,,,,,,,,,,,,,,,
4,543302,-9,2,3,1,34,4,1,,,,,,,,,,,,,,,,
5,543302,-9,2,3,1,36,4,1,,,,,,,,,,,,,,,,
6,543302,-9,2,3,1,38,4,1,,,,,,,,,,,,,,,,
7,543302,-9,2,3,1,40,4,1,,,,,,,,,,,,,,,,
1,543402,6,2,4,3,58,7,1,1,2,12,,,,,,,,,,,,,
2,543402,6,2,4,3,59,7,1,,,,2,1,9,3,30,,,,,,,,
3,543402,6,2,4,3,61,7,1,,,,2,1,1,3,60,,,,,,,,
4,543402,6,2,4,3,63,7,1,,,,,,,,,,,,,,,,
6,543402,6,2,4,3,67,7,1,,,,,,,,,,,,,,,,
1,543502,12,0,5,6,56,1,1,,,,,,,,,,,,,,,,
2,543502,12,0,5,6,57,1,1,,,,,,,,,,,,,,,,
3,543502,12,0,5,6,59,1,1,,,,,,,,,,,,,,,,
4,543502,12,0,5,6,61,1,1,,,,,,,,,,,,,,,,
5,543502,12,0,5,6,63,1,1,,,,,,,,,,,,,,,,
6,543502,12,0,5,6,65,1,1,,,,,,,,,,,,,,,,
7,543502,12,0,5,6,67,1,1,,,,,,,,,,,,,,,,
1,543602,6,1,5,3,34,2,1,,,,,,,,,1993,2004,2,,,2004,1993,2004
3,543602,6,1,5,3,37,2,1,,,,,,,,,,,,,,,,
4,543602,6,1,5,3,39,2,1,,,,,,,,,,,,,,,,
5,543602,6,1,5,3,41,2,1,,,,,,,,,,,,,,,,
6,543602,6,1,5,3,43,2,1,,,,,,,,,,,,,,,,
7,543602,6,1,5,3,45,2,1,,,,,,,,,,,,,,,,
1,543702,6,1,4,3,60,1,1,,,,,,,,,,,,,,,,
2,543702,6,1,4,3,61,1,1,,,,,,,,,,,,,,,,
3,543702,6,1,4,3,63,1,1,,,,,2,,,30,,,,,,,,
4,543702,6,1,4,3,65,1,1,,,,,,,,,,,,,,,,
5,543702,6,1,4,3,67,1,1,,,,,,,,,,,,,,,,
6,543702,6,1,4,3,69,1,1,,,,,,,,,,,,,,,,
7,543702,6,1,4,3,71,1,1,,,,,,,,,,,,,,,,
1,543802,6,2,3,2,30,4,1,3,,,,,,,,1996,2007,2,,2007,2007,1996,2007
6,543802,6,2,3,2,39,4,1,,,,,,,,,,,,,,,,
7,543802,6,2,3,2,41,4,1,,,,2,1,1,1,150,,,,,,,,
1,543901,6,1,5,5,38,4,1,3,,,1,1,3,4,150,1988,1997,2,,1997,,1988,1997
2,543901,6,1,5,5,39,4,1,,,,1,1,3,4,150,,,,,,,,
3,543901,6,1,5,5,41,4,1,,,,1,1,3,4,150,,,,,,,,
5,543901,6,1,5,5,45,4,1,,,,1,1,5,3,200,,,,,,,,
